Date,Active energy burned(Cal),Activity,Distance(mi),Duration(s),Elevation: Ascended(ft),Elevation: Maximum(ft),Elevation: Minimum(ft),Heart rate zone: A Easy (<115bpm)(%),Heart rate zone: B Fat Burn (115-135bpm)(%),Heart rate zone: C Moderate Training (135-155bpm)(%),Heart rate zone: D Hard Training (155-175bpm)(%),Heart rate zone: E Extreme Training (>175bpm)(%),Heart rate: Average(count/min),Heart rate: Maximum(count/min),METs Average(kcal/hr·kg),Speed: Average(mi/hr),Speed: Maximum(mi/hr),Weather: Humidity(%),Weather: Temperature(degF)
2021-02-16 17:50:03 - 2021-02-16 18:13:46,150.000,Functional Strength Training (Indoor),,1423.000,,,,0.000,1.000,0.000,0.000,0.000,119.471,119.471,,,,,
2021-02-16 18:25:06 - 2021-02-16 18:32:33,37.767,Traditional Strength Training,,447.229,,,,1.000,0.000,0.000,0.000,0.000,113.798,113.798,4.499,,,67.000,17.600
2021-02-16 18:25:39 - 2021-02-16 18:32:08,44.000,Functional Strength Training (Indoor),,389.000,,,,,,,,,,,,,,,
2021-02-17 08:20:05 - 2021-02-17 08:38:21,69.551,Walking,0.626,1095.668,19.849,601.031,543.028,1.000,0.000,0.000,0.000,0.000,89.470,91.198,4.537,,,60.000,14.000
2021-02-17 13:19:57 - 2021-02-17 13:56:39,83.483,Walking,0.910,2201.259,15.026,634.711,577.079,1.000,0.000,0.000,0.000,0.000,77.954,84.081,3.042,,,48.000,23.000
2021-02-17 18:29:31 - 2021-02-17 18:59:31,188.000,Functional Strength Training (Indoor),,1800.000,,,,0.000,1.000,0.000,0.000,0.000,123.924,130.527,,,,,
2021-02-17 18:31:01 - 2021-02-17 18:59:44,199.534,Traditional Strength Training,,1722.764,,,,0.000,1.000,0.000,0.000,0.000,127.451,134.503,6.152,,,63.000,17.600
2021-02-17 19:13:03 - 2021-02-17 19:23:40,23.574,Cycling,1.231,636.682,15.092,629.280,591.995,0.000,0.000,1.000,0.000,0.000,150.444,150.444,3.650,,,66.000,19.400
2021-02-17 20:25:44 - 2021-02-17 20:32:19,48.364,Cycling,1.225,395.315,17.224,607.936,592.019,0.000,0.000,0.000,1.000,0.000,163.612,163.612,7.898,,,72.000,17.600
2021-02-18 09:18:31 - 2021-02-18 10:33:38,883.000,Cycling (Indoor),22.850,4507.000,,,,0.000,0.875,0.125,0.000,0.000,132.194,135.184,,18.300,21.000,,
2021-02-18 09:18:33 - 2021-02-18 10:33:33,642.347,Cycling (Indoor),,4499.685,,,,0.000,0.875,0.125,0.000,0.000,132.194,135.184,8.687,,,79.000,19.400
2021-02-19 08:27:48 - 2021-02-19 08:40:12,43.834,Walking,0.508,744.117,8.596,618.129,576.717,1.000,0.000,0.000,0.000,0.000,83.392,94.576,4.304,,,,
2021-02-20 12:49:11 - 2021-02-20 13:12:21,166.111,Traditional Strength Training,,1389.495,,,,0.000,1.000,0.000,0.000,0.000,122.812,125.210,6.672,,,50.000,26.600
2021-02-20 13:33:11 - 2021-02-20 13:43:11,,Yoga (Indoor),,600.000,,,,1.000,0.000,0.000,0.000,0.000,82.000,82.000,,,,,
2021-02-20 13:35:58 - 2021-02-20 13:45:58,45.000,Yoga (Indoor),,600.000,,,,1.000,0.000,0.000,0.000,0.000,87.500,93.000,,,,,
2021-02-20 21:37:38 - 2021-02-20 21:38:28,10.000,Running (Indoor),,50.000,,,,,,,,,,,,,,,
2021-02-21 16:28:02 - 2021-02-21 16:48:02,89.000,Yoga (Indoor),,1200.000,,,,1.000,0.000,0.000,0.000,0.000,91.858,91.858,,,,,
2021-02-21 16:28:02 - 2021-02-21 16:49:14,93.245,Yoga,,1271.085,,,,1.000,0.000,0.000,0.000,0.000,89.352,91.858,4.476,,,,
2021-02-22 10:16:25 - 2021-02-22 10:46:54,125.694,Yoga,,1828.746,,,,1.000,0.000,0.000,0.000,0.000,87.143,92.907,4.123,,,86.000,26.600
2021-02-22 10:16:55 - 2021-02-22 10:46:55,132.000,Yoga (Indoor),,1800.000,,,,1.000,0.000,0.000,0.000,0.000,88.826,92.907,,,,,
2021-02-22 14:27:39 - 2021-02-22 14:48:09,75.932,Walking,0.704,1229.442,33.136,616.491,579.972,1.000,0.000,0.000,0.000,0.000,86.251,86.753,4.445,,,74.000,35.600
2021-02-22 17:44:37 - 2021-02-22 18:19:24,120.066,Traditional Strength Training,,1207.099,,,,0.667,0.000,0.333,0.000,0.000,96.623,138.975,3.714,,,75.000,35.600
2021-02-22 17:45:03 - 2021-02-22 18:19:33,125.000,Functional Strength Training (Indoor),,2070.000,,,,0.333,0.000,0.333,0.334,0.000,126.081,159.000,,,,,
2021-02-23 07:57:08 - 2021-02-23 08:16:37,91.195,Walking,1.009,1169.008,,638.870,594.463,1.000,0.000,0.000,0.000,0.000,92.831,94.273,,,,,
2021-02-25 11:49:07 - 2021-02-25 12:16:35,132.137,Walking,1.466,1648.636,,10.940,7.136,1.000,0.000,0.000,0.000,0.000,99.376,106.244,,,,,
2021-03-01 15:16:38 - 2021-03-01 15:59:23,354.293,Traditional Strength Training,,2565.111,,,,0.000,0.500,0.500,0.000,0.000,139.002,154.177,8.067,,,,
2021-03-04 07:59:57 - 2021-03-04 08:16:56,68.553,Walking,1.019,1019.269,,613.071,591.370,1.000,0.000,0.000,0.000,0.000,98.505,99.177,4.788,,,,
2021-03-04 12:53:29 - 2021-03-04 13:14:30,100.358,Yoga,,1260.370,,,,1.000,0.000,0.000,0.000,0.000,99.619,101.321,4.817,,,64.000,33.800
2021-03-04 12:53:58 - 2021-03-04 13:13:58,87.000,Yoga (Indoor),,1200.000,,,,,,,,,,,,,,,
2021-03-04 16:11:34 - 2021-03-04 17:07:37,448.543,Traditional Strength Training,,2767.906,,,,0.167,0.167,0.333,0.333,0.000,139.451,160.392,8.042,,,67.000,32.000
2021-03-04 16:12:03 - 2021-03-04 17:07:32,282.000,Functional Strength Training (Indoor),,3329.000,,,,0.000,0.250,0.250,0.500,0.000,147.547,160.392,,,,,
2021-03-05 08:08:46 - 2021-03-05 08:29:11,72.924,Walking,0.704,1225.361,7.776,624.031,583.951,1.000,0.000,0.000,0.000,0.000,93.952,94.650,4.234,,,79.000,30.200
2021-03-05 12:28:42 - 2021-03-05 13:13:48,527.000,Cycling (Indoor),13.690,2706.000,,,,0.000,0.000,0.833,0.167,0.000,151.324,155.663,,18.200,20.400,,
2021-03-05 12:28:43 - 2021-03-05 13:13:44,450.473,Cycling (Indoor),,2700.181,,,,0.000,0.000,0.800,0.200,0.000,150.588,155.663,9.944,,,38.000,44.600
2021-03-06 10:44:09 - 2021-03-06 11:17:54,133.012,Walking,1.851,2024.630,33.760,602.154,579.224,1.000,0.000,0.000,0.000,0.000,91.470,94.104,4.695,,,51.000,41.000
2021-03-07 10:34:52 - 2021-03-07 10:41:30,23.638,Walking,0.322,397.699,,598.190,595.959,1.000,0.000,0.000,0.000,0.000,88.093,88.093,4.449,,,47.000,39.200
2021-03-07 10:56:10 - 2021-03-07 12:18:26,303.676,Walking,3.715,4936.026,55.413,602.095,584.054,1.000,0.000,0.000,0.000,0.000,85.298,88.248,4.467,,,46.000,41.000
2021-03-07 12:35:48 - 2021-03-07 12:57:51,54.050,Walking,0.520,1322.714,14.173,600.430,595.634,1.000,0.000,0.000,0.000,0.000,102.478,110.958,3.172,,,41.000,42.800
2021-03-07 15:58:42 - 2021-03-07 16:22:19,91.774,Yoga,,1417.469,,,,1.000,0.000,0.000,0.000,0.000,82.797,89.547,4.443,,,45.000,46.400
2021-03-07 15:58:50 - 2021-03-07 16:21:43,79.000,Yoga (Indoor),,1373.000,,,,1.000,0.000,0.000,0.000,0.000,89.547,89.547,,,,,
2021-03-08 08:12:47 - 2021-03-08 08:29:47,73.650,Walking,1.029,1020.600,7.087,651.449,604.788,1.000,0.000,0.000,0.000,0.000,93.856,95.008,5.055,,,60.000,44.600
2021-03-09 08:05:21 - 2021-03-09 08:22:04,68.402,Walking,0.825,1003.381,8.793,599.618,594.860,1.000,0.000,0.000,0.000,0.000,89.961,91.521,4.823,,,60.000,48.200
2021-03-09 12:21:52 - 2021-03-09 12:38:02,50.088,Walking,0.666,969.347,22.178,603.479,595.222,1.000,0.000,0.000,0.000,0.000,85.190,85.461,3.982,,,37.000,62.600
2021-03-10 08:23:40 - 2021-03-10 08:50:42,91.510,Walking,1.119,1621.732,20.899,601.540,593.233,1.000,0.000,0.000,0.000,0.000,87.416,91.660,4.151,,,51.000,57.200
2021-03-10 14:41:10 - 2021-03-10 15:01:14,173.609,Cycling (Indoor),,1204.263,,,,0.000,0.500,0.500,0.000,0.000,136.561,143.386,8.809,,,,
2021-03-10 14:41:13 - 2021-03-10 15:01:13,231.000,Cycling (Indoor),6.020,1200.000,,,,0.000,0.500,0.500,0.000,0.000,136.561,143.386,,18.100,20.800,,
2021-03-10 15:51:39 - 2021-03-10 16:02:39,63.442,Traditional Strength Training,,659.822,,,,0.000,1.000,0.000,0.000,0.000,115.362,115.362,5.409,,,52.000,66.200
2021-03-10 15:52:01 - 2021-03-10 16:02:01,63.000,Functional Strength Training (Indoor),,600.000,,,,,,,,,,,,,,,
2021-03-11 08:05:00 - 2021-03-11 08:21:31,80.407,Walking,1.021,990.992,12.730,597.729,593.277,1.000,0.000,0.000,0.000,0.000,101.331,103.462,5.588,,,59.000,46.400
2021-03-11 09:10:11 - 2021-03-11 09:16:30,28.835,Functional Strength Training,,378.594,,,,0.000,1.000,0.000,0.000,0.000,129.208,129.208,5.340,,,62.000,46.400
2021-03-11 15:27:39 - 2021-03-11 15:57:39,243.679,Traditional Strength Training,,1799.766,,,,0.000,0.333,0.334,0.333,0.000,147.391,160.399,8.054,,,46.000,55.400
2021-03-11 15:27:44 - 2021-03-11 15:57:44,188.000,Functional Strength Training (Indoor),,1800.000,,,,0.000,0.000,0.500,0.500,0.000,154.088,160.399,,,,,
2021-03-11 18:58:19 - 2021-03-11 19:13:33,74.849,Functional Strength Training,,914.170,,,,0.000,1.000,0.000,0.000,0.000,117.973,118.724,5.608,,,56.000,48.200
2021-03-11 18:58:55 - 2021-03-11 19:13:55,94.000,Functional Strength Training (Indoor),,900.000,,,,0.833,0.167,0.000,0.000,0.000,104.121,118.724,,,,,
2021-03-12 08:22:03 - 2021-03-12 08:39:12,90.448,Walking,1.019,1028.970,6.627,648.386,598.494,1.000,0.000,0.000,0.000,0.000,98.564,101.406,5.845,,,58.000,41.000
2021-03-12 08:46:20 - 2021-03-12 09:15:47,100.852,Yoga,,1766.292,,,,1.000,0.000,0.000,0.000,0.000,79.142,80.191,3.891,,,54.000,42.800
2021-03-12 08:46:48 - 2021-03-12 09:16:48,130.000,Yoga (Indoor),,1800.000,,,,1.000,0.000,0.000,0.000,0.000,82.391,87.000,,,,,
2021-03-12 09:19:26 - 2021-03-12 09:47:40,62.466,Yoga,,1694.203,,,,1.000,0.000,0.000,0.000,0.000,65.704,70.333,3.150,,,53.000,44.600
2021-03-12 13:57:58 - 2021-03-12 14:13:12,71.508,Cycling,2.333,914.054,17.618,611.356,591.759,0.000,0.000,1.000,0.000,0.000,140.948,140.948,5.760,,,47.000,46.400
2021-03-12 14:13:51 - 2021-03-12 14:15:03,13.900,Running,0.167,71.946,,601.691,598.755,,,,,,,,13.505,,,50.000,46.400
2021-03-13 09:48:54 - 2021-03-13 09:59:33,43.192,Walking,0.517,638.659,0.951,597.040,593.564,1.000,0.000,0.000,0.000,0.000,85.240,85.240,4.902,,,,
2021-03-13 10:06:29 - 2021-03-13 10:40:39,116.400,Walking,1.452,2050.309,30.676,616.637,553.619,1.000,0.000,0.000,0.000,0.000,82.854,84.804,4.214,,,34.000,46.400
2021-03-13 11:17:40 - 2021-03-13 12:02:57,533.000,Cycling (Indoor),13.780,2717.000,,,,0.000,0.143,0.857,0.000,0.000,146.430,151.752,,18.300,21.300,,
2021-03-13 11:17:52 - 2021-03-13 12:02:52,422.369,Cycling (Indoor),,2700.196,,,,0.000,0.200,0.800,0.000,0.000,145.001,151.752,9.399,,,32.000,50.000
2021-03-13 14:50:03 - 2021-03-13 15:39:57,260.850,Walking,2.668,2993.581,55.774,606.772,593.012,1.000,0.000,0.000,0.000,0.000,109.840,111.776,5.814,,,26.000,59.000
2021-03-14 11:11:05 - 2021-03-14 11:26:16,49.555,Walking,0.571,910.999,18.701,598.541,567.691,1.000,0.000,0.000,0.000,0.000,87.155,94.595,4.032,,,53.000,42.800
2021-03-14 12:04:24 - 2021-03-14 12:14:49,36.902,Walking,0.384,624.765,14.993,612.400,595.312,1.000,0.000,0.000,0.000,0.000,91.738,91.738,4.307,,,50.000,42.800
2021-03-14 14:17:26 - 2021-03-14 14:37:54,77.841,Yoga,,1227.767,,,,1.000,0.000,0.000,0.000,0.000,84.184,85.846,4.308,,,48.000,42.800
2021-03-14 14:17:52 - 2021-03-14 14:37:52,74.000,Yoga (Indoor),,1200.000,,,,,,,,,,,,,,,
2021-03-14 14:45:10 - 2021-03-14 14:55:27,56.853,Traditional Strength Training,,616.797,,,,0.000,1.000,0.000,0.000,0.000,117.011,117.011,5.239,,,50.000,42.800
2021-03-14 14:45:42 - 2021-03-14 14:55:42,63.000,Functional Strength Training (Indoor),,600.000,,,,0.000,1.000,0.000,0.000,0.000,124.000,126.000,,,,,
2021-03-14 15:01:26 - 2021-03-14 15:19:02,93.342,Traditional Strength Training,,1056.486,,,,0.500,0.500,0.000,0.000,0.000,113.749,115.683,4.281,,,56.000,41.000
2021-03-15 09:25:57 - 2021-03-15 09:29:13,21.146,HIIT,,196.133,,,,0.520,0.040,0.440,0.000,0.000,114.880,149.000,6.954,,,54.000,32.000
2021-03-15 10:09:19 - 2021-03-15 10:19:22,32.228,Yoga,,602.932,,,,1.000,0.000,0.000,0.000,0.000,77.041,77.041,3.384,,,51.000,32.000
2021-03-15 10:09:42 - 2021-03-15 10:19:45,50.000,Yoga (Indoor),,603.000,,,,1.000,0.000,0.000,0.000,0.000,87.500,88.000,,,,,
2021-03-15 10:28:04 - 2021-03-15 10:58:04,764.000,Cycling (Indoor),9.410,1800.000,,,,0.000,0.500,0.500,0.000,0.000,143.250,152.117,,18.800,32.000,,
2021-03-15 10:28:09 - 2021-03-15 10:58:09,270.512,Cycling (Indoor),,1800.262,,,,0.000,0.334,0.333,0.333,0.000,147.721,156.662,9.099,,,50.000,32.000
2021-03-15 11:03:20 - 2021-03-15 11:13:20,43.776,Yoga,,600.113,,,,1.000,0.000,0.000,0.000,0.000,93.287,93.287,4.467,,,48.000,33.800
2021-03-15 11:03:21 - 2021-03-15 11:13:21,31.000,Preparation and Recovery (Indoor),,600.000,,,,1.000,0.000,0.000,0.000,0.000,93.287,93.287,,,,,
2021-03-15 17:15:33 - 2021-03-15 17:45:42,232.385,Traditional Strength Training,,1809.598,,,,0.333,0.000,0.333,0.334,0.000,137.228,155.724,7.274,,,83.000,32.000
2021-03-15 17:16:02 - 2021-03-15 17:46:02,188.000,Functional Strength Training (Indoor),,1800.000,,,,0.000,0.000,0.429,0.571,0.000,152.990,157.000,,,,,
2021-03-16 11:44:01 - 2021-03-16 12:15:57,106.367,Yoga,,1915.935,,,,1.000,0.000,0.000,0.000,0.000,80.291,87.666,3.204,,,77.000,37.400
2021-03-16 11:44:28 - 2021-03-16 12:14:28,135.000,Yoga (Indoor),,1800.000,,,,1.000,0.000,0.000,0.000,0.000,87.666,87.666,,,,,
2021-03-16 15:45:13 - 2021-03-16 16:30:13,389.183,Cycling (Indoor),,2700.449,,,,0.000,0.200,0.800,0.000,0.000,134.791,138.222,8.769,,,80.000,35.600
2021-03-16 15:45:13 - 2021-03-16 16:30:17,510.000,Cycling (Indoor),13.480,2704.000,,,,0.000,0.143,0.857,0.000,0.000,136.136,140.000,,18.000,20.200,,
2021-03-16 17:31:49 - 2021-03-16 20:07:59,155.869,Walking,1.232,3894.677,15.026,638.838,535.670,1.000,0.000,0.000,0.000,0.000,84.983,93.786,2.190,,,76.000,35.600
2021-03-17 11:32:16 - 2021-03-17 12:19:09,165.706,Yoga,,2757.013,,,,1.000,0.000,0.000,0.000,0.000,85.095,88.094,3.075,,,86.000,37.400
2021-03-17 11:32:44 - 2021-03-17 12:18:45,205.000,Yoga (Indoor),,2761.000,,,,1.000,0.000,0.000,0.000,0.000,86.277,86.326,,,,,
2021-03-17 16:53:48 - 2021-03-17 17:13:48,129.849,Cycling (Indoor),,1200.146,,,,0.000,1.000,0.000,0.000,0.000,126.397,134.758,6.921,,,82.000,37.400
2021-03-17 16:53:49 - 2021-03-17 17:13:49,203.000,Cycling (Indoor),5.610,1200.000,,,,0.000,1.000,0.000,0.000,0.000,126.397,134.758,,16.800,22.600,,
2021-03-17 17:16:29 - 2021-03-17 17:26:33,44.170,Functional Strength Training,,604.180,,,,1.000,0.000,0.000,0.000,0.000,112.206,112.206,5.123,,,82.000,37.400
2021-03-17 17:16:43 - 2021-03-17 17:26:43,62.000,Functional Strength Training (Indoor),,600.000,,,,,,,,,,,,,,,
2021-03-17 17:26:53 - 2021-03-17 17:36:56,39.817,Yoga,,603.319,,,,1.000,0.000,0.000,0.000,0.000,88.649,88.649,3.873,,,82.000,37.400
2021-03-17 17:27:16 - 2021-03-17 17:37:16,31.000,Preparation and Recovery (Indoor),,600.000,,,,1.000,0.000,0.000,0.000,0.000,87.000,92.000,,,,,
2021-03-18 14:52:30 - 2021-03-18 15:09:49,74.488,Walking,1.003,1038.632,6.955,596.510,566.551,1.000,0.000,0.000,0.000,0.000,91.091,92.664,5.043,,,76.000,39.200
2021-03-19 08:10:52 - 2021-03-19 08:29:16,71.599,Walking,1.024,1103.067,8.071,,,1.000,0.000,0.000,0.000,0.000,88.707,89.890,4.706,,,,
2021-03-19 11:02:48 - 2021-03-19 11:48:09,422.063,Cycling (Indoor),,2721.584,,,,0.000,0.200,0.600,0.200,0.000,145.400,155.530,9.337,,,50.000,35.600
2021-03-19 11:03:11 - 2021-03-19 11:48:11,567.000,Cycling (Indoor),13.930,2700.000,,,,0.000,0.000,0.750,0.250,0.000,149.999,155.530,,18.600,23.100,,
2021-03-19 13:20:56 - 2021-03-19 13:28:06,102.221,Running,1.024,430.531,,613.522,591.439,1.000,0.000,0.000,0.000,0.000,101.333,105.000,13.788,,,47.000,39.200
2021-03-19 14:34:32 - 2021-03-19 14:45:37,92.567,Traditional Strength Training,,665.009,,,,0.000,1.000,0.000,0.000,0.000,134.443,134.443,8.490,,,46.000,39.200
2021-03-19 14:35:30 - 2021-03-19 14:45:30,63.000,Functional Strength Training (Indoor),,600.000,,,,,,,,,,,,,,,
2021-03-19 16:50:23 - 2021-03-19 17:21:29,263.739,Traditional Strength Training,,1864.099,,,,0.000,0.333,0.667,0.000,0.000,139.149,153.456,8.227,,,47.000,41.000
2021-03-19 16:51:41 - 2021-03-19 17:21:41,188.000,Functional Strength Training (Indoor),,1800.000,,,,0.000,0.000,1.000,0.000,0.000,144.776,153.456,,,,,
2021-03-19 17:21:59 - 2021-03-19 17:27:03,28.777,Yoga,,303.753,,,,1.000,0.000,0.000,0.000,0.000,106.716,106.716,6.239,,,48.000,39.200
2021-03-19 17:22:18 - 2021-03-19 17:27:18,16.000,Preparation and Recovery (Indoor),,300.000,,,,1.000,0.000,0.000,0.000,0.000,100.333,105.000,,,,,
2021-03-20 10:48:10 - 2021-03-20 12:17:19,310.401,Walking,4.219,5348.264,60.531,625.912,548.992,1.000,0.000,0.000,0.000,0.000,83.535,86.736,4.255,,,37.000,44.600
2021-03-20 12:43:53 - 2021-03-20 13:34:01,112.614,Walking,1.296,3007.568,43.340,658.703,582.411,1.000,0.000,0.000,0.000,0.000,89.793,98.724,3.061,,,32.000,53.600
2021-03-20 16:57:11 - 2021-03-20 17:29:18,123.746,Yoga,,1927.744,,,,1.000,0.000,0.000,0.000,0.000,85.230,87.866,4.071,,,35.000,53.600
2021-03-20 16:57:40 - 2021-03-20 17:07:40,48.000,Yoga (Indoor),,600.000,,,,,,,,,,,,,,,
2021-03-20 17:08:42 - 2021-03-20 17:28:42,88.000,Yoga (Indoor),,1200.000,,,,,,,,,,,,,,,
2021-03-20 18:47:49 - 2021-03-20 18:58:39,24.977,Functional Strength Training,,649.641,,,,1.000,0.000,0.000,0.000,0.000,91.121,91.121,3.255,,,39.000,51.800
2021-03-20 19:50:25 - 2021-03-20 20:07:26,52.955,Walking,0.603,1020.655,38.156,607.122,585.263,1.000,0.000,0.000,0.000,0.000,86.704,87.706,3.876,,,43.000,48.200
2021-03-21 09:59:33 - 2021-03-21 10:32:07,62.649,Walking,0.465,1954.770,,622.416,597.397,1.000,0.000,0.000,0.000,0.000,84.254,91.569,2.637,,,42.000,50.000
2021-03-21 12:39:11 - 2021-03-21 13:08:33,128.896,Walking,1.722,1762.647,35.860,601.754,579.568,1.000,0.000,0.000,0.000,0.000,95.154,99.717,5.115,,,31.000,60.800
2021-03-21 13:08:41 - 2021-03-21 13:17:02,104.761,Running,1.096,482.735,,600.320,594.871,0.000,0.000,0.000,1.000,0.000,167.858,167.858,12.372,,,28.000,62.600
2021-03-21 13:17:18 - 2021-03-21 13:31:36,73.078,Walking,0.745,857.751,15.125,605.588,593.046,0.000,1.000,0.000,0.000,0.000,119.677,120.919,5.719,,,29.000,62.600
2021-03-21 14:07:51 - 2021-03-21 14:18:43,28.024,Walking,0.309,652.641,20.768,602.927,560.455,1.000,0.000,0.000,0.000,0.000,99.463,99.463,3.499,,,27.000,62.600
2021-03-24 11:50:00 - 2021-03-24 12:03:41,51.107,Walking,0.743,820.906,,601.529,581.856,1.000,0.000,0.000,0.000,0.000,80.941,81.326,4.580,,,,
2021-03-24 16:39:41 - 2021-03-24 17:09:54,127.687,Cycling (Indoor),,1812.917,,,,1.000,0.000,0.000,0.000,0.000,104.154,109.298,4.949,,,63.000,57.200
2021-03-24 16:39:56 - 2021-03-24 17:09:56,230.000,Cycling (Indoor),7.570,1800.000,,,,1.000,0.000,0.000,0.000,0.000,107.746,109.298,,15.200,19.000,,
2021-03-25 10:02:25 - 2021-03-25 10:16:08,30.338,Yoga,,645.294,,,,1.000,0.000,0.000,0.000,0.000,72.140,74.823,3.030,,,69.000,46.400
2021-03-25 10:04:44 - 2021-03-25 10:16:14,47.000,Yoga (Indoor),,690.000,,,,1.000,0.000,0.000,0.000,0.000,66.728,69.457,,,,,
2021-03-25 11:02:11 - 2021-03-25 11:47:51,335.868,Cycling (Indoor),,2740.459,,,,0.000,0.400,0.600,0.000,0.000,134.224,139.910,7.643,,,70.000,46.400
2021-03-25 11:02:50 - 2021-03-25 11:47:53,524.000,Cycling (Indoor),13.660,2703.000,,,,0.000,0.250,0.750,0.000,0.000,137.015,139.910,,18.200,20.500,,
2021-03-25 12:43:45 - 2021-03-25 13:02:37,63.685,Walking,0.758,1132.499,24.967,604.493,567.498,1.000,0.000,0.000,0.000,0.000,90.485,92.997,4.152,,,73.000,46.400
2021-03-29 13:48:51 - 2021-03-29 14:02:20,83.700,Cycling,2.427,808.952,28.248,609.528,575.626,0.000,0.000,0.500,0.500,0.000,158.366,167.191,6.929,,,,
2021-03-29 16:57:04 - 2021-03-29 17:12:09,113.193,Rowing,,905.231,,,,0.500,0.500,0.000,0.000,0.000,113.649,115.399,7.777,,,39.000,60.800
2021-03-29 17:15:38 - 2021-03-29 18:28:51,561.545,Traditional Strength Training,,4393.551,,,,0.143,0.286,0.571,0.000,0.000,132.000,139.926,7.381,,,40.000,60.800
2021-03-29 18:42:36 - 2021-03-29 19:04:31,118.307,Cycling,3.597,1314.463,38.484,614.242,585.030,0.000,0.000,1.000,0.000,0.000,143.358,145.265,6.636,,,43.000,57.200
2021-03-30 08:45:48 - 2021-03-30 09:16:36,112.419,Yoga,,1847.524,,,,1.000,0.000,0.000,0.000,0.000,83.035,93.360,3.968,,,53.000,51.800
2021-03-30 08:46:17 - 2021-03-30 09:16:17,130.000,Yoga (Indoor),,1800.000,,,,1.000,0.000,0.000,0.000,0.000,93.360,93.360,,,,,
2021-03-30 16:28:09 - 2021-03-30 17:13:19,179.673,Walking,2.384,2710.778,29.823,602.375,546.853,1.000,0.000,0.000,0.000,0.000,90.481,94.196,4.710,,,38.000,66.200
2021-03-30 18:01:37 - 2021-03-30 18:12:06,62.000,Functional Strength Training (Indoor),,629.000,,,,1.000,0.000,0.000,0.000,0.000,90.195,90.195,,,,,
2021-03-30 18:01:47 - 2021-03-30 18:12:08,20.202,Functional Strength Training,,620.484,,,,1.000,0.000,0.000,0.000,0.000,90.195,90.195,2.923,,,40.000,60.800
2021-03-31 13:09:36 - 2021-03-31 13:20:36,84.104,Cycling,2.408,659.225,38.812,608.267,592.191,0.000,0.000,0.000,1.000,0.000,156.736,156.736,8.009,,,39.000,41.000
2021-03-31 16:17:29 - 2021-03-31 16:32:41,111.268,Rowing,,911.721,,,,0.000,1.000,0.000,0.000,0.000,121.281,126.330,7.638,,,38.000,39.200
2021-03-31 16:45:39 - 2021-03-31 17:13:00,132.550,Traditional Strength Training,,1641.083,,,,1.000,0.000,0.000,0.000,0.000,107.949,108.524,3.706,,,39.000,39.200
2021-03-31 18:02:17 - 2021-03-31 18:16:41,91.463,Cycling,2.426,863.637,48.097,642.568,592.223,0.000,0.000,0.000,1.000,0.000,160.548,162.715,7.013,,,40.000,37.400
2021-04-01 09:44:03 - 2021-04-01 10:12:46,88.381,Walking,1.118,1723.017,14.731,602.293,587.982,1.000,0.000,0.000,0.000,0.000,81.755,83.446,3.894,,,49.000,28.400
2021-04-02 09:56:17 - 2021-04-02 10:09:33,51.360,Walking,0.565,795.586,19.259,598.960,562.700,1.000,0.000,0.000,0.000,0.000,89.735,92.263,4.629,,,49.000,37.400
2021-04-02 13:25:46 - 2021-04-02 14:12:34,157.083,Walking,2.059,2808.322,30.577,624.784,590.672,1.000,0.000,0.000,0.000,0.000,83.003,88.685,4.155,,,25.000,46.400
2021-04-02 15:34:34 - 2021-04-02 16:03:40,92.163,Walking,1.175,1745.446,14.075,604.954,558.084,1.000,0.000,0.000,0.000,0.000,82.374,83.952,3.941,,,24.000,48.200
2021-04-03 10:57:50 - 2021-04-03 10:58:11,2.466,Walking,0.014,20.759,,596.479,595.708,1.000,0.000,0.000,0.000,0.000,83.000,83.000,,,,,
2021-04-04 16:38:10 - 2021-04-04 17:08:03,131.750,Yoga,,1763.100,,,,1.000,0.000,0.000,0.000,0.000,92.420,101.830,5.031,,,25.000,73.400
2021-04-05 17:46:19 - 2021-04-05 18:19:50,157.898,Traditional Strength Training,,2010.964,,,,0.667,0.333,0.000,0.000,0.000,108.905,116.137,3.434,,,44.000,73.400
2021-04-05 18:22:49 - 2021-04-05 19:02:27,118.810,Walking,1.773,2378.124,9.121,620.535,575.517,1.000,0.000,0.000,0.000,0.000,83.962,88.031,3.884,,,44.000,71.600
2021-04-06 10:02:50 - 2021-04-06 10:51:09,340.663,Cycling (Indoor),,2899.211,,,,0.000,0.800,0.200,0.000,0.000,131.241,139.664,7.389,,,48.000,69.800
2021-04-06 10:02:53 - 2021-04-06 10:51:12,540.000,Cycling (Indoor),14.040,2899.000,,,,0.000,0.800,0.200,0.000,0.000,131.241,139.664,,17.400,20.500,,
2021-04-06 13:39:42 - 2021-04-06 14:03:43,61.630,Walking,0.712,1441.397,16.962,624.861,552.988,1.000,0.000,0.000,0.000,0.000,84.024,86.287,3.329,,,37.000,78.800
2021-04-06 18:42:14 - 2021-04-06 19:24:52,167.219,Yoga,,2558.076,,,,1.000,0.000,0.000,0.000,0.000,83.967,89.351,4.482,,,36.000,78.800
2021-04-06 18:42:30 - 2021-04-06 19:02:30,74.000,Yoga (Indoor),,1200.000,,,,1.000,0.000,0.000,0.000,0.000,88.210,88.210,,,,,
